zone_trace_id,scenario_method_id,scenario_id,method_id,selection_rank,candidate_site_id,demand_zone_id,zone_coverage_rank,coverage_radius_km,distance_km,zone_demand_weight,zone_demand_share_of_candidate,allowed_use_note,proxy_assumption_label
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:301460793|dz:nuts2024:DE118,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,3,candidate:osm:node:301460793,dz:nuts2024:DE118,7,50,47.213,353877,0.072062,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:301460793|dz:nuts2024:DE122,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,3,candidate:osm:node:301460793,dz:nuts2024:DE122,8,50,39.112,309050,0.062934,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:301460793|dz:nuts2024:DE142,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,3,candidate:osm:node:301460793,dz:nuts2024:DE142,9,50,39.914,233546,0.047559,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:301460793|dz:nuts2024:DE124,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,3,candidate:osm:node:301460793,dz:nuts2024:DE124,10,50,46.076,230737,0.046987,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:301460793|dz:nuts2024:DE12B,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,3,candidate:osm:node:301460793,dz:nuts2024:DE12B,11,50,13.117,199745,0.040675,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:301460793|dz:nuts2024:DE12A,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,3,candidate:osm:node:301460793,dz:nuts2024:DE12A,12,50,24.554,161251,0.032837,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:301460793|dz:nuts2024:DE129,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,3,candidate:osm:node:301460793,dz:nuts2024:DE129,13,50,10.676,134912,0.027473,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:301460793|dz:nuts2024:DE117,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,3,candidate:osm:node:301460793,dz:nuts2024:DE117,14,50,42.665,131986,0.026877,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:301460793|dz:nuts2024:DE12C,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,3,candidate:osm:node:301460793,dz:nuts2024:DE12C,15,50,45.506,121958,0.024835,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:301460793|dz:nuts2024:DE121,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,3,candidate:osm:node:301460793,dz:nuts2024:DE121,16,50,46.351,56881,0.011583,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:428839243|dz:nuts2024:DE128,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,4,candidate:osm:node:428839243,dz:nuts2024:DE128,1,50,27.139,558561,0.143298,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:428839243|dz:nuts2024:DE123,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,4,candidate:osm:node:428839243,dz:nuts2024:DE123,2,50,48.825,456264,0.117054,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:428839243|dz:nuts2024:DE126,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,4,candidate:osm:node:428839243,dz:nuts2024:DE126,3,50,5.471,318035,0.081591,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:428839243|dz:nuts2024:DE716,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,4,candidate:osm:node:428839243,dz:nuts2024:DE716,4,50,49.329,302021,0.077483,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:428839243|dz:nuts2024:DE715,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,4,candidate:osm:node:428839243,dz:nuts2024:DE715,5,50,20.367,274169,0.070338,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:428839243|dz:nuts2024:DE717,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,4,candidate:osm:node:428839243,dz:nuts2024:DE717,6,50,45.698,268310,0.068835,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:428839243|dz:nuts2024:DEB34,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,4,candidate:osm:node:428839243,dz:nuts2024:DEB34,7,50,2.764,177222,0.045466,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:428839243|dz:nuts2024:DE711,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,4,candidate:osm:node:428839243,dz:nuts2024:DE711,8,50,47.018,167029,0.042851,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:428839243|dz:nuts2024:DEB3I,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,4,candidate:osm:node:428839243,dz:nuts2024:DEB3I,9,50,7.748,155882,0.039991,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:428839243|dz:nuts2024:DE125,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,4,candidate:osm:node:428839243,dz:nuts2024:DE125,10,50,21.93,155756,0.039959,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:428839243|dz:nuts2024:DEB3C,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,4,candidate:osm:node:428839243,dz:nuts2024:DEB3C,11,50,25.759,134329,0.034462,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:428839243|dz:nuts2024:DEB3E,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,4,candidate:osm:node:428839243,dz:nuts2024:DEB3E,12,50,41.538,131383,0.033706,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:428839243|dz:nuts2024:DEB3B,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,4,candidate:osm:node:428839243,dz:nuts2024:DEB3B,13,50,33.881,131238,0.033669,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:428839243|dz:nuts2024:DEB3H,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,4,candidate:osm:node:428839243,dz:nuts2024:DEB3H,14,50,42.328,113031,0.028998,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:428839243|dz:nuts2024:DEB32,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,4,candidate:osm:node:428839243,dz:nuts2024:DEB32,15,50,48.889,100426,0.025764,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:428839243|dz:nuts2024:DE71B,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,4,candidate:osm:node:428839243,dz:nuts2024:DE71B,16,50,43.062,93846,0.024076,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:428839243|dz:nuts2024:DEB39,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,4,candidate:osm:node:428839243,dz:nuts2024:DEB39,17,50,20.171,86753,0.022256,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:428839243|dz:nuts2024:DEB3D,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,4,candidate:osm:node:428839243,dz:nuts2024:DEB3D,18,50,39.429,74783,0.019185,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:428839243|dz:nuts2024:DEB36,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,4,candidate:osm:node:428839243,dz:nuts2024:DEB36,19,50,25.137,52945,0.013583,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:428839243|dz:nuts2024:DEB38,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,4,candidate:osm:node:428839243,dz:nuts2024:DEB38,20,50,17.671,49564,0.012716,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:428839243|dz:nuts2024:DEB33,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,4,candidate:osm:node:428839243,dz:nuts2024:DEB33,21,50,40.637,48209,0.012368,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:428839243|dz:nuts2024:DEB31,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,4,candidate:osm:node:428839243,dz:nuts2024:DEB31,22,50,6.761,48140,0.01235,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:359130093|dz:nuts2024:BE332,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,5,candidate:osm:node:359130093,dz:nuts2024:BE332,1,50,41.289,637220,0.181776,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:359130093|dz:nuts2024:BE242,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,5,candidate:osm:node:359130093,dz:nuts2024:BE242,2,50,24.413,530971,0.151467,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:359130093|dz:nuts2024:BE213,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,5,candidate:osm:node:359130093,dz:nuts2024:BE213,3,50,47.478,483806,0.138013,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:359130093|dz:nuts2024:BE224,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,5,candidate:osm:node:359130093,dz:nuts2024:BE224,4,50,11.04,436040,0.124387,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:359130093|dz:nuts2024:BE310,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,5,candidate:osm:node:359130093,dz:nuts2024:BE310,5,50,48.903,416504,0.118814,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:359130093|dz:nuts2024:BE352,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,5,candidate:osm:node:359130093,dz:nuts2024:BE352,6,50,49.26,326860,0.093242,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:359130093|dz:nuts2024:BE225,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,5,candidate:osm:node:359130093,dz:nuts2024:BE225,7,50,38.932,261761,0.074671,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:359130093|dz:nuts2024:BE223,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,5,candidate:osm:node:359130093,dz:nuts2024:BE223,8,50,26.864,211654,0.060377,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:359130093|dz:nuts2024:BE331,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,5,candidate:osm:node:359130093,dz:nuts2024:BE331,9,50,42.793,116478,0.033227,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:359130093|dz:nuts2024:BE334,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,5,candidate:osm:node:359130093,dz:nuts2024:BE334,10,50,21.664,84223,0.024026,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:435231982|dz:nuts2024:DE212,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,6,candidate:osm:node:435231982,dz:nuts2024:DE212,1,50,22.611,1505005,0.416138,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:435231982|dz:nuts2024:DE21H,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,6,candidate:osm:node:435231982,dz:nuts2024:DE21H,2,50,19.369,354396,0.097991,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:435231982|dz:nuts2024:DE21K,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,6,candidate:osm:node:435231982,dz:nuts2024:DE21K,3,50,40.755,258637,0.071514,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:435231982|dz:nuts2024:DE21C,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,6,candidate:osm:node:435231982,dz:nuts2024:DE21C,4,50,46.316,218227,0.06034,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:435231982|dz:nuts2024:DE21B,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,6,candidate:osm:node:435231982,dz:nuts2024:DE21B,5,50,29.318,184564,0.051032,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:435231982|dz:nuts2024:DE227,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,6,candidate:osm:node:435231982,dz:nuts2024:DE227,6,50,47.796,162170,0.04484,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:435231982|dz:nuts2024:DE217,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,6,candidate:osm:node:435231982,dz:nuts2024:DE217,7,50,40.086,153595,0.042469,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:435231982|dz:nuts2024:DE218,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,6,candidate:osm:node:435231982,dz:nuts2024:DE218,8,50,12.912,144225,0.039879,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:435231982|dz:nuts2024:DE21A,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,6,candidate:osm:node:435231982,dz:nuts2024:DE21A,9,50,15.8,140127,0.038745,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:435231982|dz:nuts2024:DE21L,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,6,candidate:osm:node:435231982,dz:nuts2024:DE21L,10,50,48.82,139329,0.038525,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:435231982|dz:nuts2024:DE21G,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,6,candidate:osm:node:435231982,dz:nuts2024:DE21G,11,50,36.522,122037,0.033744,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:435231982|dz:nuts2024:DE21F,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,6,candidate:osm:node:435231982,dz:nuts2024:DE21F,12,50,47.939,97152,0.026863,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:435231982|dz:nuts2024:DE221,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,6,candidate:osm:node:435231982,dz:nuts2024:DE221,13,50,44.762,71863,0.01987,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:435231982|dz:nuts2024:DE213,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,6,candidate:osm:node:435231982,dz:nuts2024:DE213,14,50,41.661,65274,0.018048,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:259042228|dz:nuts2024:DE141,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,7,candidate:osm:node:259042228,dz:nuts2024:DE141,1,50,41.776,293483,0.16531,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:259042228|dz:nuts2024:DE138,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,7,candidate:osm:node:259042228,dz:nuts2024:DE138,2,50,41.996,291841,0.164385,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:259042228|dz:nuts2024:DE148,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,7,candidate:osm:node:259042228,dz:nuts2024:DE148,3,50,42.621,291102,0.163969,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:259042228|dz:nuts2024:DE147,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,7,candidate:osm:node:259042228,dz:nuts2024:DE147,4,50,38.013,220804,0.124372,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:259042228|dz:nuts2024:DE146,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,7,candidate:osm:node:259042228,dz:nuts2024:DE146,5,50,31.958,207415,0.116831,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:259042228|dz:nuts2024:DE143,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,7,candidate:osm:node:259042228,dz:nuts2024:DE143,6,50,37.489,193326,0.108895,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:259042228|dz:nuts2024:DE137,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,7,candidate:osm:node:259042228,dz:nuts2024:DE137,7,50,38.458,145208,0.081791,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:259042228|dz:nuts2024:DE149,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,7,candidate:osm:node:259042228,dz:nuts2024:DE149,8,50,3.284,132167,0.074446,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:mclp-pulp-cbc|candidate:osm:node:732712509|dz:nuts2024:DE11D,scenario:radius-aggressive|method:mclp-pulp-cbc,scenario:radius-aggressive,method:mclp-pulp-cbc,8,candidate:osm:node:732712509,dz:nuts2024:DE11D,1,50,41.987,317427,0.147294,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
